path,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
"[17, 15, 7, 5]",1.6197127152436877e-128,9.572716583011982e-130,8.514866814957323e-129,1.7268892728505987e-128,9.339457802666315e-129,3.2227737509961395e-138,1.878084909008594e-138,8.448620578426171e-129,5.874208745516206e-129,1.5452039916221927e-128
"[17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 6, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 7]",4.350527148552034e-132,2.3553383463811238e-132,3.1973546994136484e-132,5.129514915563741e-132,3.1722158865384867e-132,3.222773750996323e-132,1.8780849090088078e-132,2.7201179459729494e-132,2.548329102188793e-132,3.4996161426609513e-132
"[17, 6, 7, 8]",671.7365464524896,431.31610827204736,747.9245571071014,726.4889007093377,442.4784796827803,382.68448691425067,417.42503318023125,746.6505702181959,362.9215478884015,374.001976508854
"[17, 15, 7, 8]",2.922408082016805e-128,1.0158953692250833e-128,2.3913800974729904e-128,3.726535652180265e-128,1.4036372627011922e-128,1.2333055193405325e-128,7.839596554581149e-129,2.0309776154209887e-128,9.248435422954698e-129,1.3088633543774874e-128
"[17, 15, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 6, 7, 8, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 15, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 6, 7, 8, 9, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 15, 9, 10, 11]",0.1,0.1,3.6732840334635664e-05,0.1,0.1,0.1,4.100362439103731e-24,0.1,0.1,5.64778926695364e-11
"[17, 19, 20, 23, 12, 11]",3.6015373494779133e-31,3.243469877104154e-30,0.09996326715966537,1.34392722572122e-40,1.904013369572729e-39,1.165516597300222e-36,0.1,1.8653724156691558e-40,2.028464831947883e-25,0.09999999994352211
"[17, 19, 20, 23, 12]",207.03262569234923,291.20592980146984,38.970792096261675,263.4756581209883,386.128701149455,178.03655337776962,1e-07,134.55160608154074,233.50939083945502,240.26067360432944
"[17, 15, 9, 10, 11, 12]",1.1743374641937132e-229,1.8677416931625815e-230,2.6312480842709734e-263,4.059627069816967e-220,4.348312145153083e-221,3.3002030643400923e-224,8.507690018444146e-291,1.4240429929453985e-220,2.3421622996099614e-235,2.700547128645681e-268
"[17, 15, 9, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 19, 18, 14, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 9, 14]",3.239995876603783e-99,2.3442477935610144e-96,1.4436646049667793e-101,7.151404627459821e-94,9.394239815128143e-97,6.34253072921534e-95,3.3386058309508766e-97,8.919825233797287e-96,1.2619406222219994e-95,1.1279776418521333e-95
"[17, 19, 18, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 6, 7, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 15, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 19, 18, 16]",2.0547876968751445e-160,1.515926899446586e-181,4.012381394389505e-175,1.3750338927654912e-187,1.1518856962687074e-176,1.746473830814977e-172,6.74622929103678e-174,1.2869495383264976e-191,1.6400527732438753e-191,3.853735750311933e-190
"[17, 19, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 16, 18, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 9, 14, 21, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[17, 19, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[17, 15, 9, 14, 21]",2.683546620029982e-308,3.043222080269701e-300,3.110524163054e-312,6.68667103079582e-306,7.913636773311606e-309,4.740749919856643e-304,9.615066699001606e-303,3.6343928529324453e-302,6.023271659564792e-304,6.902212534392646e-305
"[17, 19, 21, 22]",1e-07,523.0802883309781,206.31769362276222,155.85800767920998,17.649303261354873,441.76106166822433,229.71276695171147,318.82569494554537,287.08253705386136,386.5887986575244
"[17, 15, 9, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 14, 9, 10, 3, 2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 16, 15, 7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 9, 8, 4, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 16, 15, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 9, 10, 3]",1.6596643272470828e-176,1.195171389372415e-143,4.833594633659592e-152,1.1725297215452301e-127,6.475624495444677e-172,2.316666964051988e-165,1.999927126375377e-177,2.5595347871480765e-124,4.8019620702068984e-213,6.041249856735804e-134
"[18, 16, 9, 8, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 9, 8, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 9, 8, 4]",7.443000378198909e-37,6.673960438910579e-45,4.772834236502464e-35,5.289181026259894e-34,2.094482762686258e-42,1.0103779583468784e-39,1.2982049307498153e-33,1.059056705051214e-46,5.635992137595439e-35,1.6602104396676312e-38
"[18, 16, 15, 7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 9, 8, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 16, 15, 7, 6]",1.8204358120848104e-90,7.656027423331919e-100,1.9424793335734864e-90,8.154351801913618e-92,3.596490750394605e-90,2.7800453470272057e-92,1.7704019065832885e-84,2.0402637381136646e-92,1.7690346449597e-90,1.4617957423315856e-92
"[18, 19, 17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 15, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 19, 17, 6, 7]",4.151335998593402e-174,1.917971893967863e-164,4.725871219642717e-174,8.455226761648193e-173,1.9227860003478526e-174,2.2042838189011323e-172,7.331435349674713e-180,7.240852713812102e-172,7.0969003753774995e-174,6.551382128576556e-172
"[18, 14, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 9, 8]",7.443000378195524e-37,6.673960438910579e-45,4.77283423650355e-35,5.289181026259894e-34,2.094482762686258e-42,1.0103779583468784e-39,1.2982049307498153e-33,1.0590567050514547e-46,5.635992137595439e-35,1.6602104396676312e-38
"[18, 14, 9]",5465.610830053129,5270.515058181163,5749.261463645186,5796.1986528060015,4993.912288061908,5075.717276589815,5405.15359992321,5083.182747480711,5883.123958186627,5343.187112414744
"[18, 16, 9]",4.068054347516423e-32,3.517520899099157e-40,2.7440271948290013e-30,3.0657143938851173e-29,1.0459663205712757e-37,5.128392859066795e-35,7.016997054879629e-29,5.383378771720711e-42,3.3157240372842956e-30,8.870815025126485e-34
"[18, 14, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 9, 10]",7.443000378197216e-37,6.673960438912097e-45,4.772834236502464e-35,5.289181026258691e-34,2.094482762686258e-42,1.0103779583471083e-39,1.2982049307495202e-33,1.0590567050514547e-46,5.635992137596721e-35,1.6602104396676312e-38
"[18, 14, 9, 10, 11]",765.5103170700263,682.8653358488623,1236.3101974802394,1057.9274404689072,922.7462037115656,706.6343739320918,1142.1885050212131,691.7839730150286,896.0143035258593,1139.5788654156036
"[18, 16, 9, 10, 11]",5.697693579467372e-33,4.557416236558693e-41,5.9007036374708085e-31,5.595569745287837e-30,1.932676018008935e-38,7.139677960312316e-36,1.482794749064299e-29,7.326384550690337e-43,5.049929569844796e-31,1.8919407291875794e-34
"[18, 19, 20, 23, 12]",930.0020320910346,690.299169330229,848.4619717654697,706.4842335676647,962.2595792395568,708.2978750315586,931.4390633857358,1062.3185683727838,1195.0224526467755,920.6418977100898
"[18, 14, 9, 10, 11, 12]",1.47669305057176e-310,2.128173e-318,0.0,1.90394334136e-313,9.54191935796679e-301,1.998785655940445e-309,0.0,2.581885019348101e-295,2.4207e-319,0.0
"[18, 14, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 9, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 16, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 16, 15]",3916.5584876424755,3981.485683819247,3943.587729382406,3924.6861449361436,3882.5358028006385,3959.1856494639237,4124.051855082489,3925.7083138456874,4104.3626560831135,4083.9808114695356
"[18, 14, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 19, 17]",1.2441152460340723e-43,2.649166024764783e-34,9.862038710037798e-44,2.3881385964672607e-42,4.018536649385117e-44,4.540323391726446e-42,1.0371348529786636e-49,1.1850660989531368e-41,1.160094300360954e-43,1.287495527986466e-41
"[18, 16, 15, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 19]",3460.089466861013,3388.7970517964886,3837.9965052289463,3521.124799021335,3636.7757446806563,3671.1998673435837,3896.9491030117297,3540.841071765576,3504.0794604161765,3697.21337173306
"[18, 14, 21, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[18, 19, 20]",1.4405192456101073e-101,1.5553573142144794e-97,9.507089337310796e-105,5.235309327721378e-99,3.993494043436283e-105,1.0789593596322472e-101,2.9826311683892173e-106,1.1747594481554256e-96,1.8337259738018588e-106,1.7794984888789212e-94
"[18, 14, 21, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 19, 21]",7.012707148658521e-156,4.589404895641938e-158,4.870565180766016e-159,3.262219949688777e-151,1.690016536125209e-158,5.97761912731156e-156,5.012270374719279e-167,1.1511181434734203e-162,1.9022389847707243e-162,1.3086353325788517e-159
"[18, 14, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[18, 19, 21, 22]",1.4005362726059947e-72,3.9792836355951574e-80,2.54026591676445e-75,6.376852234036807e-68,8.835344484497492e-74,1.7805178650525846e-74,2.4494395050028624e-88,1.2184094554858319e-90,1.7341161172069817e-85,1.8021121303523997e-84
"[18, 19, 20, 23]",1.440519245610271e-101,1.5553573142146564e-97,9.507089337311877e-105,5.2353093277207835e-99,3.993494043435829e-105,1.0789593596322472e-101,2.9826311683892173e-106,1.1747594481556925e-96,1.8337259738016504e-106,1.7794984888793257e-94
"[18, 14, 21, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 17, 6, 7, 5, 1, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 20, 23, 12, 11, 2, 0]",5.678306710130621e-115,9.073834541907137e-108,1.5226133930345596e-110,6.342790105532688e-107,2.8065157882356133e-109,1.9976983752401626e-108,1.0461707187440808e-108,7.622295815493526e-108,1.866655103943515e-117,3.236077622398138e-104
"[19, 17, 6, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 16, 15, 7, 5, 1]",1.3991442905297756e-192,3.1063062197665945e-199,2.2205714275250158e-197,3.607502045523566e-192,7.404137457112415e-198,2.0269600709209868e-194,1.9689406910393424e-194,6.477474470742515e-199,1.2793515497611666e-198,1.2222879967422355e-198
"[19, 17, 15, 9, 10, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 14, 9, 10, 3]",4.720742277775262e-99,8.116901920885619e-103,9.120098737069747e-102,1.5241943624206855e-109,3.6512330798788834e-103,1.9721465694524226e-103,5.4457714697854346e-108,3.0978607870094416e-97,5.274399844848649e-108,7.103392440788559e-106
"[19, 17, 6, 7, 5, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 14, 9, 8, 4]",5.2813166282118706e-278,8.86933759710409e-280,1.679214539514729e-284,6.859694224961451e-284,5.488311034264642e-280,4.5072389660392e-279,1.9230308558956465e-286,1.1475762627583869e-274,1.2472983113144999e-286,1.2127467790892227e-283
"[19, 17, 6, 7, 5]",1037.4946188634078,660.65683107598,826.1520584066545,854.2686989050799,922.0633306092284,1024.7435384593082,855.8136160924079,955.419870003851,973.4614285786856,580.331524894999
"[19, 18, 16, 15, 7, 5]",1.4516046724384324e-188,2.052202423501672e-195,1.834529655688378e-193,3.0817760787282323e-188,6.827083643998273e-194,2.0771142353913023e-190,1.6850462526702471e-190,6.1887078167900766e-195,1.2453993872842943e-194,7.093322570101138e-195
"[19, 17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 14, 9, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[19, 17, 6, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 14, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[19, 17, 6, 7, 8]",2.254426060176678e-120,8.91317496175322e-117,1.170328323766889e-108,2.161095375985293e-112,1.743540200757401e-114,3.29993489661544e-114,1.0500057971140352e-109,2.149526380590266e-121,5.054867090454004e-109,2.156604921106399e-115
"[19, 18, 14, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 17, 15, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 14, 9]",4.720742277772042e-99,8.116901920885619e-103,9.120098737073893e-102,1.5241943624213788e-109,3.6512330798788834e-103,1.9721465694533193e-103,5.445771469786673e-108,3.097860787008737e-97,5.274399844848649e-108,7.1033924407853275e-106
"[19, 18, 14, 9, 10]",4.720742277774189e-99,8.116901920885619e-103,9.120098737073893e-102,1.5241943624206855e-109,3.651233079878053e-103,1.9721465694533193e-103,5.445771469786673e-108,3.0978607870094416e-97,5.274399844848649e-108,7.103392440788559e-106
"[19, 17, 15, 9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 20, 23, 12, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 17, 15, 9, 10, 11]",9.563e-320,1.088e-320,0.0,2.6044837026378e-310,1.8032284200954e-311,2.959196847e-314,0.0,1.8638711489353e-310,0.0,0.0
"[19, 20, 23, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 20, 23, 12]",4.868180116321605e-56,2.9507077593676793e-62,5.123087632775178e-56,6.231188542033565e-54,4.231924519589847e-55,5.540170789516683e-56,1.680486151905898e-62,9.798756207331416e-68,1.0373627313720348e-57,7.353955851928194e-67
"[19, 18, 14, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 14, 13]",3.9294246694726067e-110,1.960194939959e-126,9.587238504330491e-116,4.978102048756519e-104,1.6274489641041202e-105,3.855850387035366e-128,2.7258588455802382e-123,5.332886438368164e-109,1.3380323515386801e-112,9.597631138784067e-114
"[19, 18, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 14]",3.9294246694726067e-110,1.960194939959446e-126,9.587238504330491e-116,4.978102048757651e-104,1.6274489641041202e-105,3.855850387034928e-128,2.7258588455805482e-123,5.332886438369376e-109,1.3380323515383761e-112,9.597631138782975e-114
"[19, 17, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 16, 15]",3.2160339259023444e-62,1.31883651643428e-68,6.945026862147103e-67,7.032832743266392e-62,2.3340585010419125e-67,6.289489202567309e-64,1.0483768234307007e-63,2.3813211777570953e-68,5.020354508614314e-68,3.4926344687980113e-68
"[19, 18, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 17, 15, 16]",1.6761981211260497e-190,2.3274280107646002e-169,8.727632305094581e-176,2.5455638405244137e-163,2.9806525346886767e-174,1.974832361622768e-178,5.246284038146752e-177,2.701592971629819e-159,2.1266283199937166e-159,9.167607336093105e-161
"[19, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 18, 16, 15, 17]",4.4e-323,0.0,0.0,1.3e-322,0.0,0.0,0.0,0.0,0.0,0.0
"[19, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[19, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 20]",4.8681801163204985e-56,2.9507077593676793e-62,5.123087632774595e-56,6.231188542032148e-54,4.231924519589847e-55,5.540170789517943e-56,1.680486151905516e-62,9.798756207331416e-68,1.0373627313721528e-57,7.353955851926521e-67
"[19, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 20, 21]",1.1922647393523683e-130,5.250541030559679e-127,4.023290375938146e-132,1.239905267181504e-130,1.8657403492558417e-128,5.71400437404876e-130,3.972005992185921e-124,4.710970807247126e-129,1.054987629620721e-126,3.7011705936887136e-132
"[19, 21, 22]",2261.0131040504693,2345.859882113246,1819.4809446270497,1901.9158242877065,1918.1636212365197,1608.2855000182856,2328.4077496419795,2053.877843787429,2396.0685466628233,1899.7261642423757
"[19, 18, 14, 13, 22]",9.376896196240174e-290,3.5122358966334623e-279,7.516487864494322e-292,9.097389387484903e-293,3.090776398851002e-294,4.035798895075694e-288,1.372189089157225e-281,7.906363417211215e-276,1.2545260154027624e-282,8.441423182117044e-282
"[19, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[19, 21, 20, 23]",4.8681801163204985e-56,2.950707759367344e-62,5.123087632774013e-56,6.231188542032148e-54,4.231924519589847e-55,5.540170789516683e-56,1.680486151905898e-62,9.798756207331416e-68,1.0373627313721528e-57,7.353955851927357e-67
"[20, 23, 12, 11, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19, 17, 6, 7, 5, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 23, 12, 11, 2, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 21, 14, 9, 8, 4]",7.444732445743529e-13,5.068218659363475e-34,1.8921054383959562e-31,3.4361257894694563e-20,1.9461929379239922e-13,6.575975800703193e-38,2.520110022382211e-33,8.396701215709149e-15,5.5139925194561864e-17,6.18009075359186e-33
"[20, 23, 12, 11, 2, 3, 4]",0.09999999999925553,0.1,0.1,0.1,0.09999999999980538,0.1,0.1,0.09999999999999161,0.09999999999999996,0.1
"[20, 19, 17, 6, 7, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 8, 4, 5]",2.87456779596186e-310,0.0,7.2e-322,1.9588433e-317,1.3391577425435217e-300,7.4e-323,0.0,6.698979625152893e-229,0.0,4.361385915048197e-262
"[20, 19, 17, 6]",824.0637344261522,744.0678568592864,886.7967223717699,807.1741463016173,609.7635604233324,911.6736883912599,487.57177607536426,0.0010425182617816882,476.27352512663776,713.0682154569971
"[20, 21, 19, 17, 6]",3.077815475968404e-137,1.8016067294160653e-158,4.6676577585282466e-136,9.761306076413004e-142,1.9300581416177182e-137,6.747235693528325e-147,3.0518486852056866e-107,539.2904834197273,4.889192947873809e-147,2.655711122912149e-05
"[20, 19, 17, 6, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 21, 14, 9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19, 17, 6, 7, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 21, 14, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19, 17, 15, 9]",5.846718906967047e-222,9.75207628669693e-202,7.826084309559829e-215,8.478046673523216e-210,1.5799633202083498e-229,1.4942847941536375e-206,2.4955686173258984e-206,2.646466416799396e-302,1.5799001930923176e-204,1.3826976138761928e-268
"[20, 21, 14, 9, 10]",1293.8416969694033,1327.5035474801773,1140.1974686296726,1027.161159619287,837.3244860882883,1391.0482586244873,1285.491650057297,1091.0111360666413,1317.3115449328684,1322.5269363490954
"[20, 19, 17, 15, 9, 10]",7.564728712293338e-218,1.2945915865887488e-197,8.923281519040486e-211,8.708320252482546e-206,1.3229419751318022e-225,2.078622260796468e-202,3.2080326197182056e-202,2.8873243319551786e-298,2.081220764202178e-200,1.828654839176054e-264
"[20, 23, 12, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 23, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 22, 23, 12]",5.513974948443866e-218,2.2197942276701497e-226,3.460727016581858e-216,4.6865461163369835e-217,8.762710842542251e-212,2.353488996363615e-222,1.6247890074450265e-221,1.9130933874897207e-237,3.426590022746342e-219,3.640799511960763e-233
"[20, 21, 14, 13]",2.0275531937125303e-83,3.3575138877713137e-96,1.3506272767991301e-93,2.454924652274534e-78,4.8322225115020146e-76,1.5002681067249614e-99,3.43197928106354e-88,2.6166733174035993e-90,2.434896515549047e-76,4.361788234769077e-95
"[20, 23, 22, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19, 18, 14]",2.7601e-319,7.915664674410439e-303,7.13746616e-315,1.2922193e-317,0.0,2.9469486305756853e-308,1.359029637715e-312,0.0,8.3330253333196e-311,0.0
"[20, 19, 17, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 19, 18, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 14, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 19, 17]",655.2490806424466,143.40637913503576,591.5590433394178,25.83005330612832,486.9127092420241,276.2765577439346,298.91861812728905,0.00041220275569716226,434.2288096962319,268.8988730940441
"[20, 21, 19, 17]",2.447305562378342e-137,3.472289460015364e-159,3.113673166140304e-136,3.1236760672573544e-143,1.5412036725793427e-137,2.0447042351133466e-147,1.8710155847377437e-107,213.23081958003837,4.4575822969919586e-147,1.001471826586133e-05
"[20, 19, 18]",4.738618984221071e-58,1.0596910460212713e-41,2.9575541350925755e-53,4.467204390466671e-56,7.542219555554623e-70,3.4323033636339997e-47,3.291222229610379e-51,9.461781559952863e-137,2.6230294092653664e-49,2.1859744438868173e-111
"[20, 21, 14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9331256132171513e-07,0.1,0.09999999627565644
"[20, 21, 19]",3.7349240688424204e-141,2.4212935860724523e-162,5.26350362013506e-140,1.2093184749704892e-145,3.165256612379006e-141,7.400932789269447e-151,6.25928085864902e-111,0.09999980668743869,1.0265514856352594e-150,3.7243435711154596e-09
"[20, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 19, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[20, 21, 22]",1.0144888090366553e-36,1.4470618202734055e-43,2.1375623034816862e-36,9.846537490913301e-34,1.1471476879138562e-28,8.411308993160084e-40,6.632137889363704e-39,1.0434252672385549e-55,5.275083564414024e-38,3.466334427770254e-50
"[20, 23, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[20, 21, 22, 23]",5.513974948443866e-218,2.219794227670402e-226,3.460727016582251e-216,4.686546116337516e-217,8.762710842542251e-212,2.353488996363615e-222,1.6247890074449341e-221,1.9130933874897207e-237,3.4265900227467315e-219,3.6407995119603485e-233
"[21, 14, 9, 10, 3, 2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[21, 20, 23, 12, 11, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[21, 14, 9, 8, 4, 5, 1]",7.69645578592116e-171,7.321612387250405e-168,1.3697027378530733e-183,1.619791061102427e-173,4.230803080253987e-161,9.749316135506494e-174,1.607721711781593e-215,1.2949994129774113e-234,3.575462415103065e-178,1.1710481778429051e-254
"[21, 19, 17, 6, 7, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[21, 14, 9, 10, 3, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[21, 20, 23, 12, 11, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[21, 14, 9, 10, 3]",8.89324774485425e-165,3.164581306901276e-171,1.0098118166957991e-188,4.111165601697565e-161,2.8769467406993554e-161,7.251401505352325e-171,7.4372948425728e-176,3.415110687481333e-147,2.4172270241601883e-162,5.4627702939981876e-179
